T v u h s
160 0.00108735 664.35 688.27 1.9181
165 0.00109292 685.59 709.63 1.9671
170 0.00109866 706.88 731.05 2.0157
175 0.00110458 728.24 752.54 2.0639
180 0.00111070 749.67 774.11 2.1118
185 0.00111701 771.18 795.75 2.1593
190 0.00112354 792.76 817.48 2.2065
195 0.00113027 814.42 839.29 2.2533
200 0.00113724 836.18 861.20 2.2999
210 0.00115189 879.97 905.31 2.3921
220 0.00116759 924.19 949.88 2.4834
230 0.00118448 968.90 994.96 2.5739
240 0.00120269 1014.1 1040.6 2.6638
250 0.00122242 1060.0 1086.9 2.7532
260 0.00124390 1106.6 1134.0 2.8423
270 0.00126743 1154.1 1182.0 2.9315
280 0.00129338 1202.5 1231.0 3.0209
290 0.00132227 1252.2 1281.3 3.1110
300 0.00135478 1303.2 1333.0 3.2021
310 0.00139190 1356.1 1386.7 3.2948
320 0.00143509 1411.1 1442.7 3.3900
330 0.00148666 1469.1 1501.8 3.4889
340 0.00155060 1531.3 1565.4 3.5934
350 0.00163487 1599.9 1635.9 3.7075
360 0.00176012 1680.7 1719.4 3.8404
370 0.00202860 1797.9 1842.5 4.0332
373.705 0.00270440 1951.8 2011.3 4.2945
373.705 0.00364750 2092.9 2173.1 4.5446
380 0.00612340 2369.8 2504.5 5.0555
390 0.00737870 2481.6 2643.9 5.2675
400 0.00825560 2554.2 2735.8 5.4051
410 0.00897020 2611.1 2808.4 5.5122
420 0.00958930 2659.0 2870.0 5.6018
430 0.0101440 2701.3 2924.5 5.6798
440 0.0106510 2739.4 2973.7 5.7494
450 0.0111230 2774.5 3019.2 5.8127
460 0.0115650 2807.3 3061.7 5.8710
470 0.0119850 2838.1 3101.8 5.9254
480 0.0123850 2867.5 3140.0 5.9764
490 0.0127680 2895.6 3176.5 6.0246
500 0.0131380 2922.8 3211.8 6.0705
520 0.0138420 2974.5 3279.0 6.1563
540 0.0145080 3023.6 3342.8 6.2358
560 0.0151440 3070.8 3404.0 6.3102
580 0.0157550 3116.7 3463.3 6.3805
600 0.0163470 3161.4 3521.0 6.4473
620 0.0169210 3205.1 3577.4 6.5113
640 0.0174810 3248.3 3632.9 6.5727
660 0.0180280 3291.0 3687.6 6.6319
680 0.0185650 3333.2 3741.6 6.6892
700 0.0190920 3375.1 3795.1 6.7447
720 0.0196110 3416.8 3848.2 6.7988
740 0.0201220 3458.3 3901.0 6.8514
760 0.0206270 3499.7 3953.5 6.9027
780 0.0211260 3541.0 4005.8 6.9529
800 0.0216200 3582.4 4058.0 7.0020
820 0.0221090 3623.7 4110.1 7.0500
840 0.0225940 3665.0 4162.1 7.0972
860 0.0230740 3706.5 4214.1 7.1435
880 0.0235510 3747.9 4266.0 7.1889
900 0.0240250 3789.4 4318.0 7.2336
920 0.0244950 3831.2 4370.1 7.2776
940 0.0249630 3873.0 4422.2 7.3209
960 0.0254280 3914.9 4474.3 7.3636
980 0.0258910 3957.0 4526.6 7.4056
1000 0.0263520 3999.2 4578.9 7.4470
Water/Steam at p = 25.0 MPa
0 0.00098800 0.26 24.96 0.00041
5 0.00098826 20.80 45.51 0.07496
10 0.00098884 41.34 66.06 0.14819
15 0.00098968 61.88 86.62 0.22015
20 0.00099077 82.41 107.18 0.29089
25 0.00099207 102.95 127.75 0.36047
30 0.00099358 123.49 148.33 0.42894
35 0.00099527 144.05 168.93 0.49632
40 0.00099715 164.60 189.53 0.56265
45 0.00099919 185.17 210.15 0.62798
50 0.00100139 205.76 230.79 0.69233
55 0.00100375 226.34 251.43 0.75573
60 0.00100625 246.93 272.09 0.81821
65 0.00100890 267.55 292.77 0.87981
70 0.00101170 288.17 313.46 0.94054
75 0.00101463 308.79 334.16 1.0004
80 0.00101769 329.44 354.88 1.0595
85 0.00102090 350.10 375.62 1.1178
90 0.00102423 370.77 396.38 1.1754
95 0.00102770 391.46 417.15 1.2322
100 0.00103130 412.17 437.95 1.2883
105 0.00103504 432.90 458.78 1.3438
110 0.00103891 453.66 479.63 1.3986
115 0.00104292 474.43 500.50 1.4527
120 0.00104706 495.23 521.41 1.5062
125 0.00105134 516.07 542.35 1.5591
130 0.00105577 536.94 563.33 1.6115
135 0.00106033 557.84 584.35 1.6633
140 0.00106505 578.78 605.41 1.7146
145 0.00106991 599.76 626.51 1.7654
150 0.00107492 620.79 647.66 1.8156
155 0.00108009 641.86 668.86 1.8654
160 0.00108543 662.97 690.11 1.9148
165 0.00109093 684.16 711.43 1.9637
170 0.00109660 705.39 732.80 2.0122
175 0.00110245 726.69 754.25 2.0604
180 0.00110849 748.05 775.76 2.1081
185 0.00111472 769.48 797.35 2.1555
190 0.00112115 790.99 819.02 2.2025
195 0.00112778 812.58 840.77 2.2492
200 0.00113464 834.24 862.61 2.2956
210 0.00114906 877.86 906.59 2.3876
220 0.00116449 921.89 951.00 2.4786
230 0.00118104 966.36 995.89 2.5687
240 0.00119887 1011.3 1041.3 2.6582
250 0.00121814 1056.9 1087.4 2.7471
260 0.00123906 1103.2 1134.2 2.8357
270 0.00126190 1150.4 1181.9 2.9242
280 0.00128699 1198.3 1230.5 3.0129
290 0.00131478 1247.3 1280.2 3.1020
300 0.00134590 1297.7 1331.3 3.1919
310 0.00138100 1349.6 1384.1 3.2832
320 0.00142150 1403.4 1438.9 3.3764
330 0.00146900 1459.7 1496.4 3.4726
340 0.00152640 1519.3 1557.5 3.5731
350 0.00159880 1583.9 1623.9 3.6804
360 0.00169690 1656.2 1698.6 3.7993
370 0.00185030 1743.5 1789.8 3.9423
380 0.00221820 1880.2 1935.7 4.1671
390 0.00464740 2279.5 2395.7 4.8660
400 0.00600470 2428.5 2578.6 5.1400
410 0.00688330 2515.0 2687.1 5.3000
420 0.00757920 2579.9 2769.4 5.4197
430 0.00817250 2633.5 2837.8 5.5176
440 0.00869860 2679.8 2897.3 5.6016
450 0.00917630 2721.2 2950.6 5.6759
460 0.00961760 2759.0 2999.4 5.7428
470 0.0100300 2793.9 3044.6 5.8042
480 0.0104190 2826.7 3087.2 5.8610
490 0.0107890 2857.8 3127.5 5.9142
500 0.0111430 2887.3 3165.9 5.9642
520 0.0118110 2943.1 3238.4 6.0569
540 0.0124360 2995.6 3306.5 6.1416
560 0.0130290 3045.5 3371.2 6.2202
580 0.0135950 3093.4 3433.3 6.2940
600 0.0141400 3140.0 3493.5 6.3637
620 0.0146670 3185.4 3552.1 6.4300
640 0.0151790 3229.9 3609.4 6.4935
660 0.0156780 3273.8 3665.7 6.5545
680 0.0161650 3317.1 3721.2 6.6133
700 0.0166430 3359.9 3776.0 6.6702
720 0.0171130 3402.4 3830.2 6.7254
740 0.0175740 3444.8 3884.1 6.7791
760 0.0180290 3486.9 3937.6 6.8313
780 0.0184780 3528.9 3990.8 6.8823
800 0.0189220 3570.8 4043.8 6.9322
820 0.0193610 3612.6 4096.6 6.9810
840 0.0197950 3654.4 4149.3 7.0287
860 0.0202250 3696.3 4201.9 7.0756
880 0.0206520 3738.2 4254.5 7.1216
900 0.0210750 3780.2 4307.1 7.1668
920 0.0214960 3822.2 4359.6 7.2112
940 0.0219130 3864.4 4412.2 7.2549
960 0.0223280 3906.6 4464.8 7.2979
980 0.0227400 3949.0 4517.5 7.3403
1000 0.0231500 3991.5 4570.2 7.3820
Water/Steam at p = 30.0 MPa
0 0.00098567 0.29 29.86 0.00027
5 0.00098601 20.74 50.32 0.07450
10 0.00098664 41.19 70.79 0.14745
15 0.00098753 61.65 91.28 0.21916
20 0.00098865 82.11 111.77 0.28968
25 0.00098998 102.58 132.28 0.35905
30 0.00099150 123.07 152.81 0.42732
35 0.00099321 143.55 173.35 0.49452
40 0.00099509 164.05 193.90 0.56069
45 0.00099714 184.56 214.47 0.62586
50 0.00099933 205.07 235.05 0.69005
55 0.00100168 225.60 255.65 0.75330
60 0.00100417 246.13 276.26 0.81564
65 0.00100681 266.69 296.89 0.87710
70 0.00100958 287.24 317.53 0.93769
75 0.00101249 307.82 338.19 0.99746
80 0.00101553 328.39 358.86 1.0564
85 0.00101870 348.99 379.55 1.1146
90 0.00102200 369.60 400.26 1.1720
95 0.00102543 390.23 420.99 1.2287
100 0.00102899 410.87 441.74 1.2847
105 0.00103268 431.54 462.52 1.3400
110 0.00103651 452.22 483.32 1.3946
115 0.00104046 472.93 504.14 1.4486
120 0.00104455 493.66 525.00 1.5020
125 0.00104877 514.42 545.88 1.5548
130 0.00105312 535.22 566.81 1.6070
135 0.00105762 556.03 587.76 1.6587
140 0.00106226 576.89 608.76 1.7098
145 0.00106704 597.79 629.80 1.7605
150 0.00107197 618.73 650.89 1.8106
155 0.00107705 639.71 672.02 1.8602
160 0.00108228 660.74 693.21 1.9094
165 0.00108768 681.82 714.45 1.9582
170 0.00109324 702.95 735.75 2.0065
175 0.00109897 724.14 757.11 2.0545
180 0.00110488 745.39 778.54 2.1020
185 0.00111098 766.72 800.05 2.1492
190 0.00111726 788.10 821.62 2.1961
195 0.00112374 809.57 843.28 2.2426
200 0.00113043 831.11 865.02 2.2888
210 0.00114447 874.44 908.77 2.3803
220 0.00115947 918.15 952.93 2.4707
230 0.00117552 962.27 997.54 2.5603
240 0.00119275 1006.9 1042.7 2.6491
250 0.00121131 1052.1 1088.4 2.7373
260 0.00123137 1097.8 1134.7 2.8250
270 0.00125317 1144.2 1181.8 2.9126
280 0.00127698 1191.5 1229.8 3.0001
290 0.00130315 1239.6 1278.7 3.0878
300 0.00133220 1288.9 1328.9 3.1760
310 0.00136460 1339.5 1380.4 3.2652
320 0.00140140 1391.7 1433.7 3.3557
330 0.00144360 1445.8 1489.1 3.4483
340 0.00149320 1502.3 1547.1 3.5438
350 0.00155290 1562.2 1608.8 3.6436
360 0.00162760 1626.8 1675.6 3.7498
370 0.00172680 1698.3 1750.1 3.8666
380 0.00187290 1782.0 1838.2 4.0025
390 0.00213310 1891.3 1955.3 4.1804
400 0.00279780 2068.9 2152.8 4.4757
410 0.00398090 2276.0 2395.4 4.8336
420 0.00492030 2405.3 2552.9 5.0627
430 0.00563660 2493.7 2662.8 5.2200
440 0.00622670 2562.1 2748.9 5.3416
450 0.00673730 2618.9 2821.0 5.4421
460 0.00719310 2668.2 2884.0 5.5286
470 0.00760830 2712.2 2940.4 5.6051
480 0.00799230 2752.2 2992.0 5.6741
490 0.00835150 2789.4 3039.9 5.7372
500 0.00869040 2824.0 3084.7 5.7956
520 0.00932000 2888.0 3167.6 5.9014
540 0.00990000 2946.6 3243.6 5.9961
560 0.0104420 3001.4 3314.7 6.0825
580 0.0109550 3053.6 3382.2 6.1625
600 0.0114450 3103.3 3446.7 6.2373
620 0.0119140 3151.7 3509.1 6.3079
640 0.0123680 3198.7 3569.7 6.3750
660 0.0128080 3244.6 3628.8 6.4391
680 0.0132360 3289.7 3686.8 6.5006
700 0.0136530 3334.3 3743.9 6.5598
720 0.0140620 3378.3 3800.2 6.6171
740 0.0144630 3421.9 3855.8 6.6726
760 0.0148570 3465.2 3910.9 6.7264
780 0.0152450 3508.4 3965.7 6.7789
800 0.0156280 3551.2 4020.0 6.8300
820 0.0160050 3594.0 4074.1 6.8800
840 0.0163780 3636.7 4128.0 6.9288
860 0.0167470 3679.3 4181.7 6.9766
880 0.0171120 3721.9 4235.3 7.0235
900 0.0174730 3764.6 4288.8 7.0695
920 0.0178320 3807.2 4342.2 7.1147
940 0.0181880 3850.0 4395.6 7.1591
960 0.0185410 3892.8 4449.0 7.2027
980 0.0188910 3935.7 4502.4 7.2457
1000 0.0192400 3978.6 4555.8 7.2880
Water/Steam at p = 35.0 MPa
0 0.00098338 0.30 34.72 0.00005
5 0.00098379 20.67 55.10 0.07398
10 0.00098447 41.04 75.50 0.14666
15 0.00098540 61.42 95.91 0.21813
20 0.00098656 81.81 116.34 0.28844
25 0.00098791 102.22 136.80 0.35761
30 0.00098946 122.64 157.27 0.42570
35 0.00099118 143.06 177.75 0.49272
40 0.00099307 163.50 198.26 0.55873
45 0.00099511 183.95 218.78 0.62374
50 0.00099731 204.40 239.31 0.68778
55 0.00099965 224.87 259.86 0.75089
60 0.00100213 245.36 280.43 0.81308
65 0.00100475 265.84 301.01 0.87440
70 0.00100750 286.34 321.60 0.93486
75 0.00101038 306.85 342.21 0.99450
80 0.00101339 327.37 362.84 1.0533
85 0.00101654 347.91 383.49 1.1114
90 0.00101980 368.46 404.15 1.1687
95 0.00102320 389.02 424.83 1.2252
100 0.00102672 409.60 445.54 1.2811
105 0.00103037 430.20 466.26 1.3363
110 0.00103414 450.82 487.01 1.3908
115 0.00103805 471.46 507.79 1.4447
120 0.00104208 492.12 528.59 1.4979
125 0.00104624 512.81 549.43 1.5506
130 0.00105053 533.52 570.29 1.6027
135 0.00105496 554.28 591.20 1.6542
140 0.00105953 575.06 612.14 1.7052
145 0.00106423 595.87 633.12 1.7557
150 0.00106908 616.72 654.14 1.8056
155 0.00107407 637.62 675.21 1.8551
160 0.00107922 658.56 696.33 1.9042
165 0.00108451 679.54 717.50 1.9528
170 0.00108997 700.58 738.73 2.0009
175 0.00109559 721.67 760.02 2.0487
180 0.00110138 742.82 781.37 2.0961
185 0.00110734 764.03 802.79 2.1431
190 0.00111349 785.31 824.28 2.1897
195 0.00111983 806.65 845.84 2.2361
200 0.00112636 828.06 867.48 2.2820
210 0.00114005 871.12 911.02 2.3731
220 0.00115464 914.53 954.94 2.4631
230 0.00117022 958.32 999.28 2.5521
240 0.00118690 1002.6 1044.1 2.6403
250 0.00120481 1047.2 1089.4 2.7278
260 0.00122411 1092.6 1135.4 2.8148
270 0.00124498 1138.4 1182.0 2.9014
280 0.00126766 1185.0 1229.4 2.9879
290 0.00129245 1232.5 1277.7 3.0744
300 0.00131970 1280.8 1327.0 3.1612
310 0.00134990 1330.4 1377.6 3.2486
320 0.00138370 1381.1 1429.5 3.3370
330 0.00142200 1433.4 1483.2 3.4268
340 0.00146600 1487.8 1539.1 3.5186
350 0.00151740 1544.5 1597.6 3.6132
360 0.00157910 1604.3 1659.6 3.7120
370 0.00165540 1668.6 1726.5 3.8168
380 0.00175460 1739.0 1800.4 3.9308
390 0.00189300 1819.1 1885.4 4.0599
400 0.00210540 1914.9 1988.6 4.2143
410 0.00247470 2037.3 2123.9 4.4138
420 0.00308380 2184.0 2291.9 4.6579
430 0.00378000 2315.3 2447.6 4.8809
440 0.00441200 2417.4 2571.8 5.0564
450 0.00495720 2497.5 2671.0 5.1945
460 0.00543360 2563.4 2753.6 5.3080
470 0.00585880 2619.7 2824.8 5.4046
480 0.00624500 2669.5 2888.1 5.4891
490 0.00660090 2714.3 2945.3 5.5646
500 0.00693250 2755.3 2997.9 5.6331
520 0.00753920 2829.0 3092.9 5.7544
540 0.00808930 2895.0 3178.1 5.8605
560 0.00859740 2955.5 3256.4 5.9556
580 0.00907320 3012.0 3329.6 6.0425
600 0.00952340 3065.6 3398.9 6.1228
620 0.00995270 3117.0 3465.3 6.1980
640 0.0103650 3166.6 3529.4 6.2689
660 0.0107620 3214.8 3591.5 6.3363
680 0.0111480 3262.0 3652.2 6.4006
700 0.0115230 3308.3 3711.6 6.4622
720 0.0118880 3353.8 3769.9 6.5216
740 0.0122460 3398.8 3827.4 6.5789
760 0.0125960 3443.4 3884.3 6.6345
780 0.0129400 3487.6 3940.5 6.6884
800 0.0132780 3531.6 3996.3 6.7409
820 0.0136120 3575.3 4051.7 6.7920
840 0.0139410 3618.8 4106.7 6.8419
860 0.0142650 3662.2 4161.5 6.8907
880 0.0145860 3705.6 4216.1 6.9385
900 0.0149040 3749.0 4270.6 6.9853
920 0.0152180 3792.3 4324.9 7.0312
940 0.0155300 3835.6 4379.1 7.0763
960 0.0158390 3878.9 4433.3 7.1205
980 0.0161450 3922.3 4487.4 7.1641
1000 0.0164500 3965.8 4541.5 7.2069
Water/Steam at p = 40.0 MPa
0 0.00098113 0.30 39.55 -0.00024
5 0.00098160 20.59 59.85 0.07340
10 0.00098234 40.89 80.18 0.14582
15 0.00098331 61.20 100.53 0.21707
20 0.00098450 81.52 120.90 0.28716
25 0.00098588 101.85 141.29 0.35615
30 0.00098744 122.21 161.71 0.42405
35 0.00098917 142.58 182.15 0.49091
40 0.00099107 162.96 202.60 0.55676
45 0.00099311 183.35 223.07 0.62161
50 0.00099531 203.75 243.56 0.68551
55 0.00099764 224.15 264.06 0.74848
60 0.00100011 244.58 284.58 0.81054
65 0.00100271 265.01 305.12 0.87172
70 0.00100545 285.45 325.67 0.93205
75 0.00100831 305.91 346.24 0.99156
80 0.00101129 326.37 366.82 1.0503
85 0.00101441 346.84 387.42 1.1082
90 0.00101764 367.33 408.04 1.1654
95 0.00102100 387.84 428.68 1.2218
100 0.00102449 408.35 449.33 1.2775
105 0.00102809 428.89 470.01 1.3326
110 0.00103182 449.45 490.72 1.3870
115 0.00103568 470.01 511.44 1.4407
120 0.00103965 490.61 532.20 1.4938
125 0.00104376 511.23 552.98 1.5464
130 0.00104799 531.87 573.79 1.5983
135 0.00105236 552.55 594.64 1.6497
140 0.00105685 573.26 615.53 1.7006
145 0.00106149 593.99 636.45 1.7509
150 0.00106626 614.77 657.42 1.8008
155 0.00107117 635.57 678.42 1.8501
160 0.00107622 656.43 699.48 1.8990
165 0.00108142 677.32 720.58 1.9474
170 0.00108678 698.27 741.74 1.9955
175 0.00109229 719.27 762.96 2.0431
180 0.00109797 740.31 784.23 2.0903
185 0.00110381 761.42 805.57 2.1371
190 0.00110983 782.58 826.97 2.1836
195 0.00111603 803.81 848.45 2.2297
200 0.00112241 825.10 870.00 2.2755
210 0.00113578 867.91 913.34 2.3661
220 0.00114999 911.04 957.04 2.4556
230 0.00116514 954.49 1001.1 2.5442
240 0.00118131 998.45 1045.7 2.6318
250 0.00119863 1042.8 1090.7 2.7187
260 0.00121723 1087.6 1136.3 2.8050
270 0.00123727 1132.9 1182.4 2.8908
280 0.00125895 1178.9 1229.3 2.9764
290 0.00128252 1225.7 1277.0 3.0618
300 0.00130830 1273.3 1325.6 3.1473
310 0.00133660 1321.8 1375.3 3.2332
320 0.00136800 1371.5 1426.2 3.3198
330 0.00140320 1422.4 1478.5 3.4073
340 0.00144290 1474.9 1532.6 3.4962
350 0.00148840 1529.3 1588.8 3.5871
360 0.00154150 1586.0 1647.7 3.6808
370 0.00160460 1645.7 1709.9 3.7783
380 0.00168190 1709.3 1776.6 3.8813
390 0.00178010 1778.4 1849.6 3.9921
400 0.00191080 1855.0 1931.4 4.1145
410 0.00209340 1941.8 2025.5 4.2533
420 0.00236010 2042.0 2136.4 4.4144
430 0.00274370 2154.8 2264.5 4.5979
440 0.00320920 2265.8 2394.2 4.7810
450 0.00369150 2364.1 2511.8 4.9448
460 0.00414800 2447.5 2613.4 5.0844
470 0.00456620 2518.2 2700.8 5.2028
480 0.00494790 2579.2 2777.1 5.3048
490 0.00529850 2633.1 2845.0 5.3944
500 0.00562310 2681.6 2906.5 5.4744
520 0.00621160 2766.6 3015.1 5.6132
540 0.00673880 2840.8 3110.4 5.7319
560 0.00722090 2907.7 3196.5 5.8365
580 0.00766850 2969.2 3275.9 5.9307
600 0.00808910 3026.8 3350.4 6.0170
620 0.00848780 3081.5 3421.0 6.0970
640 0.00886860 3134.0 3488.7 6.1719
660 0.00923440 3184.6 3554.0 6.2427
680 0.00958750 3233.9 3617.4 6.3098
700 0.00992970 3281.9 3679.1 6.3740
720 0.0102630 3329.1 3739.6 6.4355
740 0.0105870 3375.6 3799.1 6.4948
760 0.0109050 3421.4 3857.6 6.5520
780 0.0112160 3466.8 3915.4 6.6074
800 0.0115210 3511.8 3972.6 6.6612
820 0.0118210 3556.5 4029.3 6.7136
840 0.0121170 3600.9 4085.6 6.7646
860 0.0124080 3645.2 4141.5 6.8144
880 0.0126960 3689.3 4197.1 6.8630
900 0.0129800 3733.3 4252.5 6.9106
920 0.0132610 3777.3 4307.7 6.9573
940 0.0135400 3821.1 4362.7 7.0030
960 0.0138150 3865.1 4417.7 7.0480
980 0.0140890 3908.9 4472.5 7.0921
1000 0.0143600 3952.9 4527.3 7.1355
Water/Steam at p = 45.0 MPa
0 0.00097892 0.30 44.35 -0.00060
5 0.00097945 20.50 64.58 0.07276
10 0.00098024 40.72 84.83 0.14494
15 0.00098125 60.96 105.12 0.21597
20 0.00098247 81.23 125.44 0.28586
25 0.00098387 101.51 145.78 0.35466
30 0.00098545 121.79 166.14 0.42240
35 0.00098720 142.11 186.53 0.48910
40 0.00098910 162.42 206.93 0.55479
45 0.00099114 182.76 227.36 0.61950
50 0.00099333 203.10 247.80 0.68325
55 0.00099566 223.46 268.26 0.74608
60 0.00099812 243.82 288.74 0.80801
65 0.00100071 264.20 309.23 0.86906
70 0.00100342 284.59 329.74 0.92927
75 0.00100626 304.98 350.26 0.98865
80 0.00100923 325.38 370.80 1.0472
85 0.00101231 345.81 391.36 1.1050
90 0.00101552 366.23 411.93 1.1621
95 0.00101884 386.67 432.52 1.2184
100 0.00102229 407.14 453.14 1.2740
105 0.00102585 427.61 473.77 1.3289
110 0.00102954 448.09 494.42 1.3832
115 0.00103335 468.60 515.10 1.4368
120 0.00103728 489.13 535.81 1.4898
125 0.00104133 509.68 556.54 1.5422
130 0.00104550 530.26 577.31 1.5941
135 0.00104981 550.86 598.10 1.6453
140 0.00105424 571.49 618.93 1.6960
145 0.00105880 592.15 639.80 1.7462
150 0.00106349 612.85 660.71 1.7960
155 0.00106832 633.59 681.66 1.8452
160 0.00107329 654.35 702.65 1.8939
165 0.00107841 675.16 723.69 1.9422
170 0.00108367 696.01 744.78 1.9901
175 0.00108908 716.92 765.93 2.0375
180 0.00109465 737.87 787.13 2.0846
185 0.00110037 758.87 808.39 2.1312
190 0.00110627 779.94 829.72 2.1775
195 0.00111234 801.05 851.11 2.2235
200 0.00111858 822.23 872.57 2.2691
210 0.00113164 864.80 915.72 2.3593
220 0.00114550 907.66 959.21 2.4484
230 0.00116024 950.89 1003.1 2.5364
240 0.00117595 994.38 1047.3 2.6236
250 0.00119272 1038.3 1092.0 2.7099
260 0.00121068 1082.8 1137.3 2.7955
270 0.00122997 1127.8 1183.1 2.8806
280 0.00125076 1173.2 1229.5 2.9653
290 0.00127325 1219.4 1276.7 3.0498
300 0.00129770 1266.2 1324.6 3.1342
310 0.00132440 1313.9 1373.5 3.2188
320 0.00135380 1362.6 1423.5 3.3038
330 0.00138640 1412.3 1474.7 3.3894
340 0.00142280 1463.4 1527.4 3.4760
350 0.00146380 1515.9 1581.8 3.5640
360 0.00151080 1570.3 1638.3 3.6539
370 0.00156520 1626.9 1697.3 3.7464
380 0.00162940 1686.3 1759.6 3.8425
390 0.00170710 1749.1 1825.9 3.9433
400 0.00180340 1816.5 1897.7 4.0507
410 0.00192670 1889.7 1976.4 4.1667
420 0.00208790 1969.7 2063.7 4.2937
430 0.00230160 2057.5 2161.1 4.4331
440 0.00258080 2151.8 2267.9 4.5839
450 0.00291540 2246.4 2377.6 4.7367
460 0.00327740 2335.2 2482.7 4.8810
470 0.00364150 2415.1 2579.0 5.0115
480 0.00399220 2485.9 2665.5 5.1272
490 0.00432290 2548.6 2743.1 5.2295
500 0.00463300 2604.7 2813.2 5.3207
520 0.00519780 2701.8 2935.7 5.4773
540 0.00570270 2784.9 3041.5 5.6091
560 0.00616200 2858.5 3135.8 5.7236
580 0.00658610 2925.3 3221.7 5.8255
600 0.00698250 2987.3 3301.5 5.9179
620 0.00735650 3045.5 3376.5 6.0029
640 0.00771220 3100.9 3447.9 6.0820
660 0.00805270 3154.0 3516.4 6.1562
680 0.00838020 3205.4 3582.5 6.2263
700 0.00869670 3255.4 3646.8 6.2930
720 0.00900370 3304.2 3709.4 6.3568
740 0.00930250 3352.2 3770.8 6.4179
760 0.00959390 3399.4 3831.1 6.4769
780 0.00987890 3445.9 3890.5 6.5338
800 0.0101580 3492.0 3949.1 6.5889
820 0.0104320 3537.7 4007.1 6.6425
840 0.0107020 3583.0 4064.6 6.6946
860 0.0109670 3628.1 4121.6 6.7454
880 0.0112290 3672.9 4178.2 6.7949
900 0.0114870 3717.7 4234.6 6.8433
920 0.0117430 3762.3 4290.7 6.8907
940 0.0119950 3806.7 4346.5 6.9372
960 0.0122440 3851.2 4402.2 6.9827
980 0.0124920 3895.7 4457.8 7.0274
1000 0.0127370 3940.1 4513.3 7.0713
Water/Steam at p = 50.0 MPa
0 0.00097673 0.29 49.13 -0.00103
5 0.00097733 20.41 69.28 0.07207
10 0.00097816 40.56 89.47 0.14402
15 0.00097922 60.73 109.69 0.21483
20 0.00098047 80.93 129.95 0.28454
25 0.00098189 101.15 150.24 0.35316
30 0.00098349 121.39 170.56 0.42073
35 0.00098525 141.63 190.89 0.48727
40 0.00098715 161.89 211.25 0.55281
45 0.00098920 182.17 231.63 0.61738
50 0.00099139 202.46 252.03 0.68100
55 0.00099371 222.76 272.45 0.74369
60 0.00099616 243.07 292.88 0.80549
65 0.00099873 263.39 313.33 0.86642
70 0.00100143 283.73 333.80 0.92650
75 0.00100425 304.07 354.28 0.98575
80 0.00100719 324.42 374.78 1.0442
85 0.00101025 344.78 395.29 1.1019
90 0.00101343 365.15 415.82 1.1588
95 0.00101672 385.53 436.37 1.2150
100 0.00102013 405.93 456.94 1.2705
105 0.00102365 426.35 477.53 1.3253
110 0.00102730 446.78 498.14 1.3795
115 0.00103106 467.22 518.77 1.4330
120 0.00103494 487.68 539.43 1.4859
125 0.00103894 508.17 560.12 1.5381
130 0.00104306 528.68 580.83 1.5898
135 0.00104730 549.22 601.58 1.6410
140 0.00105167 569.78 622.36 1.6916
145 0.00105616 590.36 643.17 1.7417
150 0.00106079 610.98 664.02 1.7912
155 0.00106554 631.63 684.91 1.8403
160 0.00107043 652.32 705.84 1.8889
165 0.00107546 673.05 726.82 1.9371
170 0.00108063 693.82 747.85 1.9848
175 0.00108594 714.63 768.93 2.0321
180 0.00109141 735.49 790.06 2.0790
185 0.00109703 756.40 811.25 2.1255
190 0.00110281 777.36 832.50 2.1716
195 0.00110875 798.37 853.81 2.2174
200 0.00111486 819.45 875.19 2.2628
210 0.00112763 861.78 918.16 2.3527
220 0.00114116 904.39 961.45 2.4414
230 0.00115553 947.32 1005.1 2.5289
240 0.00117080 990.56 1049.1 2.6156
250 0.00118707 1034.1 1093.5 2.7013
260 0.00120444 1078.2 1138.4 2.7864
270 0.00122305 1122.7 1183.9 2.8708
280 0.00124303 1167.7 1229.9 2.9547
290 0.00126457 1213.4 1276.6 3.0383
300 0.00128790 1259.6 1324.0 3.1218
310 0.00131320 1306.5 1372.2 3.2052
320 0.00134090 1354.4 1421.4 3.2888
330 0.00137130 1403.0 1471.6 3.3728
340 0.00140490 1452.9 1523.1 3.4575
350 0.00144250 1504.0 1576.1 3.5431
360 0.00148480 1556.5 1630.7 3.6301
370 0.00153290 1610.8 1687.4 3.7189
380 0.00158840 1667.1 1746.5 3.8101
390 0.00165340 1725.9 1808.6 3.9045
400 0.00173070 1787.9 1874.4 4.0029
410 0.00182470 1853.5 1944.7 4.1066
420 0.00194090 1923.5 2020.5 4.2168
430 0.00208560 1998.2 2102.5 4.3342
440 0.00226600 2077.5 2190.8 4.4589
450 0.00248730 2160.3 2284.7 4.5896
460 0.00274540 2243.4 2380.7 4.7215
470 0.00302720 2323.4 2474.8 4.8489
480 0.00331860 2397.9 2563.8 4.9680
490 0.00360850 2466.1 2646.5 5.0771
500 0.00389000 2528.1 2722.6 5.1762
520 0.00441680 2636.2 2857.0 5.3479
540 0.00489470 2728.1 2972.8 5.4920
560 0.00533080 2808.5 3075.0 5.6163
580 0.00573310 2880.7 3167.4 5.7259
600 0.00610810 2947.1 3252.5 5.8245
620 0.00646100 3008.9 3332.0 5.9145
640 0.00679560 3067.4 3407.2 5.9978
660 0.00711490 3123.2 3478.9 6.0755
680 0.00742130 3176.8 3547.9 6.1486
700 0.00771660 3228.8 3614.6 6.2178
